external_id,sku,name,brand,product_url,image_url,product_type,status,variant,color,price,currency,shape,material,lens_width_mm,bridge_width_mm,temple_length_mm,frame_width_mm,width_class,style_tags,collection_tags,source_notes
AKILA-2647-01-01,2647 01 01,Tracer,AKILA,https://akila.la/products/tracer-2647,https://cdn.shopify.com/s/files/1/2654/9948/files/Tracer-Akila-2647-01-01-Sunglasses-P1.jpg?v=1781033910,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,rectangle,cellulose acetate,49,24,145,142,wide,rectangular|structured|everyday,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Shape width class and style tags are operator enrichment from source geometry and imagery; no fit guarantee."
AKILA-2647-93-33,2647 93 33,Tracer,AKILA,https://akila.la/products/tracer-2647,https://cdn.shopify.com/s/files/1/2654/9948/files/Tracer-Akila-2647-93-33-Sunglasses-P1.jpg?v=1781033931,SUNGLASSES,ACTIVE,Mahogany Tortoise / Bottle Green,Mahogany Tortoise / Bottle Green,160,usd,rectangle,cellulose acetate,49,24,145,142,wide,rectangular|structured|color-contrast,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Shape width class and style tags are operator enrichment from source geometry and imagery; no fit guarantee."
AKILA-2640-92-32,2640 92 32,Pulse,AKILA,https://akila.la/products/pulse-2640,https://cdn.shopify.com/s/files/1/2654/9948/files/Pulse-Akila-2640-92-32-Sunglasses-P1.jpg?v=1780964240,SUNGLASSES,ACTIVE,Tortoise / Bottle Green,Tortoise / Bottle Green,160,usd,wrap,cellulose acetate,62,19,120,142,wide,wraparound|bold|ergonomic,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Shape width class and style tags are operator enrichment from source geometry and imagery; no fit guarantee."
AKILA-2610-99-06,2610 99 06,Petal,AKILA,https://akila.la/products/petal-2610,https://cdn.shopify.com/s/files/1/2654/9948/files/Petal-Akila-2610-99-06-Sunglasses-P1_1a3e80a7-aef0-4e6d-b4f9-6f50bb54c5f6.jpg?v=1781043030,SUNGLASSES,ACTIVE,Brushed Gold / Dk Khaki,Brushed Gold / Dk Khaki,220,usd,oval,titanium,50,21,145,131,narrow,oval|minimalist|titanium,ss26|sunglasses|titanium,"Official AKILA product page: name variant price availability image and dimensions; page identifies Petal as a titanium oval frame. Width class and style tags are operator enrichment from verified dimensions and source imagery; no fit guarantee."
AKILA-2641-01-01,2641 01 01,Myca,AKILA,https://akila.la/products/myca-2641,https://cdn.shopify.com/s/files/1/2654/9948/files/Myca-Akila-2641-01-01-Sunglasses-P1_9c9e3285-c966-4734-abe6-0dd366064d9b.jpg?v=1778708860,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,aviator,cellulose acetate,55,18,145,143,wide,aviator|slim|metropolitan,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; page describes Myca as a slim acetate aviator; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Width class and style tags are operator enrichment; no fit guarantee."
AKILA-2607-01-01,2607 01 01,Reed,AKILA,https://akila.la/products/reed-2607,https://cdn.shopify.com/s/files/1/2654/9948/files/Reed-Akila-2607-01-01-Sunglasses-P1_1df83939-df45-4afe-99de-d31ab0cc9fe5.jpg?v=1768685269,SUNGLASSES,ACTIVE,Black / Black,Black / Black,180,usd,oval,titanium,51,19,145,138,regular,oval|slim|minimal,ss26|sunglasses|titanium,"Official AKILA product page: name variant price availability image and dimensions; page identifies Reed as a narrow oval with slim titanium temples. Width class and style tags are operator enrichment; no fit guarantee."
AKILA-2638-01-01,2638 01 01,Vega,AKILA,https://akila.la/products/vega-2638,https://cdn.shopify.com/s/files/1/2654/9948/files/Vega-Akila-2638-01-01-Sunglasses-P1.jpg?v=1778712106,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,rectangle,cellulose acetate,50,21,145,141,regular,rectangular|classic|structured,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; page describes a classic rectangular front with bold temples; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Width class and style tags are operator enrichment; no fit guarantee."
AKILA-2630-01-01,2630 01 01,Helix,AKILA,https://akila.la/products/helix-2630,https://cdn.shopify.com/s/files/1/2654/9948/files/Helix-Akila-2630-01-01-Sunglasses-P1_0e33d149-3c6b-45f7-b242-1ca084dbd66a.jpg?v=1776716385,SUNGLASSES,ACTIVE,Matte Black / Black,Matte Black / Black,220,usd,teardrop,titanium,52,16,145,129,narrow,teardrop|half-rim|lightweight,ss26|sunglasses|titanium,"Official AKILA product page: name variant price availability image and dimensions; page identifies Helix as a curved titanium half-rim silhouette. Width class and style tags are operator enrichment; no fit guarantee."
AKILA-2606-01-01,2606 01 01,Rey,AKILA,https://akila.la/products/rey-2606,https://cdn.shopify.com/s/files/1/2654/9948/files/Rey-Akila-2606-01-01-Sunglasses-P1.jpg?v=1776715734,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,rounded,cellulose acetate,53,17,145,139,regular,rounded|easy|rivets,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Rounded shape width class and style tags are operator enrichment from source geometry and imagery; no fit guarantee."
AKILA-2639-33-03,2639 33 03,Rune,AKILA,https://akila.la/products/rune-2639,https://cdn.shopify.com/s/files/1/2654/9948/files/Rune-Akila-2639-33-03-Sunglasses-P1_b086fd16-db39-49d3-9f00-bab4416105d2.jpg?v=1776716172,SUNGLASSES,ACTIVE,Emerald / Grey,Emerald / Grey,160,usd,oversized,cellulose acetate,61,17,130,145,wide,oversized|wraparound|statement,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; page describes Rune as bold oversized with a wraparound fit; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Width class and style tags are operator enrichment; no fit guarantee."
AKILA-2636-54-64,2636 54 64,Mira,AKILA,https://akila.la/products/mira-2636,https://cdn.shopify.com/s/files/1/2654/9948/files/Mira-Akila-2636-54-64-Sunglasses-P1_1f98f3fc-36fb-484f-8d0d-3bc1b4b52579.jpg?v=1774292298,SUNGLASSES,ACTIVE,Chili / Brown,Chili / Brown,160,usd,soft-curve,cellulose acetate,54,19,145,140,regular,soft-curve|modern|color,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Shape width class and style tags are operator enrichment from source geometry and imagery; no fit guarantee."
AKILA-2612-01-01,2612 01 01,Solace,AKILA,https://akila.la/products/solace-2612,https://cdn.shopify.com/s/files/1/2654/9948/files/Solace-Akila-2612-01-01-Sunglasses-P1_53d6e265-284f-421b-a56b-6304f97e46ee.jpg?v=1768685484,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,rounded,cellulose acetate,53,20,145,142,wide,classic|strong-silhouette|everyday,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Shape width class and style tags are operator enrichment from source geometry and imagery; no fit guarantee."
AKILA-2604-01-01,2604 01 01,Atlas,AKILA,https://akila.la/products/atlas-2604,https://cdn.shopify.com/s/files/1/2654/9948/files/Atlas-Akila-2604-01-01-Sunglasses-P1_71a3a99a-6876-4834-ae04-e5990c2c42b8.jpg?v=1768683456,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,classic,cellulose acetate,51,22,145,149,wide,classic|adjustable|structured,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; page identifies Atlas as a versatile classic design with adjustable titanium nose pads; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Width class and style tags are operator enrichment; no fit guarantee."
AKILA-2619-01-01,2619 01 01,Nomos,AKILA,https://akila.la/products/nomos-2619,https://cdn.shopify.com/s/files/1/2654/9948/files/Nomos-Akila-2619-01-01-Sunglasses-P1_7db5c47d-3b94-40e3-a0d6-4fc63a8c2023.jpg?v=1771004991,SUNGLASSES,ACTIVE,Black / Black,Black / Black,160,usd,tapered,cellulose acetate,47,22,140,138,regular,understated|tapered|versatile,ss26|sunglasses|essentials,"Official AKILA product page: name variant price availability image and dimensions; official All Sunglasses collection states sunglasses use eco-friendly cellulose acetate. Shape width class and style tags are operator enrichment; no fit guarantee."
AKILA-2608-01-32,2608 01 32,Echo,AKILA,https://akila.la/products/echo-2608,https://cdn.shopify.com/s/files/1/2654/9948/files/Echo-Akila-2608-01-32-Sunglasses-P1_e335cde5-98c9-45f4-842b-8dccbb074132.jpg?v=1771006470,SUNGLASSES,ACTIVE,Black / Olive,Black / Olive,220,usd,aviator,titanium,51,20,145,131,narrow,aviator|compact|titanium,ss26|sunglasses|titanium,"Official AKILA product page: name variant price availability image and dimensions; page describes Echo as a scaled-down titanium aviator; width class and style tags are operator enrichment; no fit guarantee."
AKILA-2610-01-09,2610 01 09,Petal,AKILA,https://akila.la/products/petal-optical-2610,https://cdn.shopify.com/s/files/1/2654/9948/files/Petal-Akila-2610-01-09-Optical-P1_a7ba757f-7b75-4ef1-8e15-56fc0a2c046f.jpg?v=1781043579,OPTICAL,ACTIVE,Matte Black,Matte Black,220,usd,oval,titanium,50,21,145,131,narrow,oval|minimalist|optical,ss26|optical|titanium,"Official AKILA optical product page: name variant price availability image and dimensions; page identifies Petal as a titanium oval frame. Width class and style tags are operator enrichment; no fit guarantee."
